FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
220613;2000;44;;;
220613;2100;43;;;
220613;2200;47;;;
220613;2300;38;;;
220614;0000;36;;;
220614;0100;38;;;
220614;0200;37;;;
220614;0300;33;;;
220614;0400;41;;;
220614;0500;45;;;
220614;0600;44;;;
220614;0700;43;;;
220614;0800;49;;;
220614;0900;45;;;
220614;1000;43;;;
220614;1100;46;;;
220614;1200;47;;;
220614;1300;52;;;
220614;1400;57;;;
220614;1500;53;;;
220614;1600;53;;;
220614;1700;58;;;
220614;1800;73;;;
220614;1900;69;;;
220614;2000;89;;;
220614;2100;73;;;
220614;2200;77;;;
220614;2300;85;;;
220615;0000;93;;;
220615;0100;86;;;
220615;0200;94;;;
220615;0300;87;;;
220615;0400;88;;;
220615;0500;126;;;
220615;0600;101;;;
220615;0700;90;;;
220615;0800;92;;;
220615;0900;101;;;
220615;1000;89;;;
220615;1100;65;;;
220615;1200;47;;;
220615;1300;43;;;
220615;1400;43;;;
220615;1500;29;;;
220615;1600;21;;;
220615;1700;36;;;
220615;1800;42;;;
220615;1900;42;;;
220615;2000;47;;;
220615;2100;47;;;
220615;2200;33;;;
220615;2300;21;;;
220616;0000;23;;;
220616;0100;24;;;
220616;0200;20;;;
220616;0300;15;;;
220616;0400;25;;;
220616;0500;72;;;
220616;0600;19;;;
220616;0700;22;;;
220616;0800;28;;;
220616;0900;29;;;
220616;1000;25;;;
220616;1100;23;;;
220616;1200;36;;;
220616;1300;37;;;
220616;1400;33;;;
220616;1500;24;;;
220616;1600;24;;;
220616;1700;20;;;
220616;1800;25;;;
220616;1900;17;;;
220616;2000;29;;;
220616;2100;26;;;
220616;2200;29;;;
220616;2300;35;;;
220617;0000;36;;;
220617;0100;37;;;
220617;0200;44;;;
220617;0300;49;;;
220617;0400;46;;;
220617;0500;51;;;
220617;0600;63;;;
220617;0700;74;;;
220617;0800;74;;;
220617;0900;67;;;
220617;1000;68;;;
220617;1100;59;;;
220617;1200;38;;;
220617;1300;36;;;
220617;1400;31;;;
220617;1500;33;;;
220617;1600;39;;;
220617;1700;59;;;
220617;1800;101;;;
220617;1900;49;;;
220617;2000;62;;;
220617;2100;65;;;
220617;2200;76;;;
220617;2300;69;;;
220618;0000;85;;;
220618;0100;87;;;
220618;0200;96;;;
220618;0300;76;;;
220618;0400;77;;;
220618;0500;74;;;
220618;0600;79;;;
220618;0700;69;;;
220618;0800;96;;;
220618;0900;63;;;
220618;1000;64;;;
220618;1100;62;;;
220618;1200;52;;;
220618;1300;53;;;
220618;1400;47;;;
220618;1500;56;;;
220618;1600;67;;;
220618;1700;54;;;
220618;1800;73;;;
220618;1900;94;;;
220618;2000;96;;;
220618;2100;107;;;
220618;2200;114;;;
220618;2300;151;;;
220619;0000;157;;;
220619;0100;205;;;
220619;0200;105;;;
220619;0300;155;;;
220619;0400;139;;;
220619;0500;137;;;
220619;0600;138;;;
220619;0700;115;;;
220619;0800;89;;;
220619;0900;92;;;
220619;1000;94;;;
220619;1100;87;;;
220619;1200;72;;;
220619;1300;86;;;
220619;1400;88;;;
220619;1500;90;;;
220619;1600;88;;;
220619;1700;90;;;
220619;1800;102;;;
220619;1900;92;;;
220619;2000;95;;;
220619;2100;82;;;
220619;2200;70;;;
220619;2300;76;;;
220620;0000;80;;;
220620;0100;91;;;
220620;0200;79;;;
220620;0300;94;;;
220620;0400;97;;;
220620;0500;100;;;
220620;0600;101;;;
220620;0700;105;;;
220620;0800;108;;;
220620;0900;106;;;
220620;1000;117;;;
220620;1100;106;;;
220620;1200;93;;;
220620;1300;60;;;
220620;1400;55;;;
220620;1500;37;;;
220620;1600;31;;;
220620;1700;28;;;
220620;1800;27;;;
220620;1900;27;;;
220620;2000;24;;;
220620;2100;31;;;
220620;2200;31;;;
220620;2300;41;;;
220621;0000;50;;;
220621;0100;52;;;
220621;0200;58;;;
220621;0300;54;;;
220621;0400;60;;;
220621;0500;61;;;
220621;0600;52;;;
220621;0700;60;;;
220621;0800;54;;;
220621;0900;59;;;
220621;1000;55;;;
220621;1100;49;;;
220621;1200;42;;;
220621;1300;36;;;
220621;1400;44;;;
220621;1500;43;;;
220621;1600;28;;;
220621;1700;24;;;
220621;1800;18;;;
220621;1900;28;;;
220621;2000;31;;;
220621;2100;34;;;
220621;2200;50;;;
220621;2300;49;;;
220622;0000;54;;;
220622;0100;61;;;
220622;0200;62;;;
220622;0300;57;;;
220622;0400;51;;;
220622;0500;46;;;
220622;0600;53;;;
220622;0700;63;;;
220622;0800;56;;;
220622;0900;49;;;
220622;1000;63;;;
220622;1100;52;;;
220622;1200;44;;;
220622;1300;40;;;
220622;1400;35;;;
220622;1500;32;;;
220622;1600;31;;;
220622;1700;40;;;
220622;1800;44;;;
220622;1900;36;;;
220622;2000;43;;;
220622;2100;48;;;
220622;2200;54;;;
220622;2300;42;;;
220623;0000;42;;;
220623;0100;25;;;
220623;0200;13;;;
220623;0300;10;;;
220623;0400;9;;;
220623;0500;9;;;
220623;0600;15;;;
220623;0700;13;;;
220623;0800;16;;;
220623;0900;18;;;
220623;1000;10;;;
220623;1100;10;;;
220623;1200;8;;;
220623;1300;10;;;
220623;1400;6;;;
220623;1500;1;;;
220623;1600;4;;;
220623;1700;6;;;
220623;1800;9;;;
220623;1900;14;;;
220623;2000;29;;;
220623;2100;42;;;
220623;2200;39;;;
220623;2300;66;;;
220624;0000;53;;;
220624;0100;47;;;
220624;0200;62;;;
220624;0300;55;;;
220624;0400;38;;;
220624;0500;37;;;
220624;0600;50;;;
220624;0700;58;;;
220624;0800;53;;;
220624;0900;33;;;
220624;1000;24;;;
220624;1100;14;;;
220624;1200;18;;;
220624;1300;22;;;
220624;1400;22;;;
220624;1500;22;;;
220624;1600;30;;;
220624;1700;37;;;
220624;1800;60;;;
220624;1900;68;;;
220624;2000;78;;;
220624;2100;93;;;
220624;2200;67;;;
220624;2300;65;;;
220625;0000;79;;;
220625;0100;80;;;
220625;0200;70;;;
220625;0300;65;;;
220625;0400;70;;;
220625;0500;83;;;
220625;0600;72;;;
220625;0700;55;;;
220625;0800;66;;;
220625;0900;68;;;
220625;1000;35;;;
220625;1100;23;;;
220625;1200;18;;;
220625;1300;14;;;
220625;1400;13;;;
220625;1500;8;;;
220625;1600;14;;;
220625;1700;34;;;
220625;1800;57;;;
220625;1900;49;;;
220625;2000;87;;;
220625;2100;105;;;
220625;2200;121;;;
220625;2300;147;;;
220626;0000;184;;;
220626;0100;168;;;
220626;0200;135;;;
220626;0300;47;;;
220626;0400;38;;;
220626;0500;38;;;
220626;0600;34;;;
220626;0700;28;;;
220626;0800;31;;;
220626;0900;29;;;
220626;1000;38;;;
220626;1100;45;;;
220626;1200;45;;;
220626;1300;50;;;
220626;1400;55;;;
220626;1500;42;;;
220626;1600;40;;;
220626;1700;59;;;
220626;1800;74;;;
220626;1900;107;;;
220626;2000;120;;;
220626;2100;142;;;
220626;2200;140;;;
220626;2300;198;;;
220627;0000;202;;;
220627;0100;165;;;
220627;0200;195;;;
220627;0300;165;;;
220627;0400;138;;;
220627;0500;150;;;
220627;0600;132;;;
220627;0700;92;;;
220627;0800;66;;;
220627;0900;59;;;
220627;1000;54;;;
220627;1100;35;;;
220627;1200;26;;;
220627;1300;17;;;
220627;1400;10;;;
220627;1500;7;;;
220627;1600;15;;;
220627;1700;15;;;
220627;1800;12;;;
220627;1900;16;;;
220627;2000;14;;;
220627;2100;24;;;
220627;2200;23;;;
220627;2300;34;;;
220628;0000;31;;;
220628;0100;34;;;
220628;0200;31;;;
220628;0300;57;;;
220628;0400;47;;;
220628;0500;43;;;
220628;0600;33;;;
220628;0700;39;;;
220628;0800;43;;;
220628;0900;43;;;
220628;1000;35;;;
220628;1100;19;;;
220628;1200;11;;;
220628;1300;7;;;
220628;1400;7;;;
220628;1500;15;;;
220628;1600;14;;;
220628;1700;25;;;
220628;1800;35;;;
220628;1900;77;;;
220628;2000;83;;;
220628;2100;96;;;
220628;2200;101;;;
220628;2300;86;;;
220629;0000;97;;;
220629;0100;104;;;
220629;0200;94;;;
220629;0300;82;;;
220629;0400;82;;;
220629;0500;73;;;
220629;0600;77;;;
220629;0700;86;;;
220629;0800;100;;;
220629;0900;87;;;
220629;1000;27;;;
220629;1100;22;;;
220629;1200;20;;;
220629;1300;30;;;
220629;1400;15;;;
220629;1500;17;;;
220629;1600;19;;;
220629;1700;19;;;
220629;1800;30;;;
220629;1900;25;;;
220629;2000;34;;;
220629;2100;47;;;
220629;2200;37;;;
220629;2300;44;;;
220630;0000;53;;;
220630;0100;52;;;
220630;0200;54;;;
220630;0300;52;;;
220630;0400;49;;;
220630;0500;54;;;
220630;0600;52;;;
220630;0700;51;;;
220630;0800;53;;;
220630;0900;38;;;
220630;1000;51;;;
220630;1100;50;;;
220630;1200;34;;;
220630;1300;21;;;
220630;1400;26;;;
220630;1500;18;;;
220630;1600;26;;;
220630;1700;27;;;
220630;1800;33;;;
220630;1900;24;;;
220630;2000;37;;;
220630;2100;33;;;
220630;2200;22;;;
220630;2300;16;;;
220701;0000;11;;;
220701;0100;15;;;
220701;0200;18;;;
220701;0300;25;;;
220701;0400;25;;;
220701;0500;26;;;
220701;0600;19;;;
220701;0700;9;;;
220701;0800;6;;;
220701;0900;7;;;
220701;1000;7;;;
220701;1100;13;;;
220701;1200;7;;;
220701;1300;7;;;
220701;1400;5;;;
220701;1500;4;;;
220701;1600;4;;;
220701;1700;6;;;
220701;1800;13;;;
220701;1900;10;;;
220701;2000;11;;;
220701;2100;17;;;
220701;2200;29;;;
220701;2300;33;;;
220702;0000;62;;;
220702;0100;55;;;
220702;0200;56;;;
220702;0300;45;;;
220702;0400;43;;;
220702;0500;45;;;
220702;0600;51;;;
220702;0700;51;;;
220702;0800;55;;;
220702;0900;48;;;
220702;1000;35;;;
220702;1100;18;;;
220702;1200;17;;;
220702;1300;18;;;
220702;1400;13;;;
220702;1500;10;;;
220702;1600;10;;;
220702;1700;14;;;
220702;1800;24;;;
220702;1900;47;;;
220702;2000;44;;;
220702;2100;69;;;
220702;2200;123;;;
220702;2300;154;;;
220703;0000;137;;;
220703;0100;130;;;
220703;0200;118;;;
220703;0300;105;;;
220703;0400;115;;;
220703;0500;115;;;
220703;0600;132;;;
220703;0700;66;;;
220703;0800;66;;;
220703;0900;76;;;
220703;1000;72;;;
220703;1100;55;;;
220703;1200;49;;;
220703;1300;64;;;
220703;1400;60;;;
220703;1500;49;;;
220703;1600;46;;;
220703;1700;;;;
220703;1800;;;;
220703;1900;;;;
220703;2000;104;;;
220703;2100;91;;;
220703;2200;92;;;
220703;2300;101;;;
220704;0000;101;;;
220704;0100;101;;;
220704;0200;103;;;
220704;0300;97;;;
220704;0400;78;;;
220704;0500;94;;;
220704;0600;99;;;
220704;0700;96;;;
220704;0800;108;;;
220704;0900;103;;;
220704;1000;76;;;
220704;1100;62;;;
220704;1200;31;;;
220704;1300;23;;;
220704;1400;26;;;
220704;1500;11;;;
220704;1600;14;;;
220704;1700;29;;;
220704;1800;31;;;
220704;1900;37;;;
220704;2000;66;;;
220704;2100;73;;;
220704;2200;82;;;
220704;2300;83;;;
220705;0000;101;;;
220705;0100;93;;;
220705;0200;96;;;
220705;0300;64;;;
220705;0400;39;;;
220705;0500;51;;;
220705;0600;50;;;
220705;0700;65;;;
220705;0800;70;;;
220705;0900;55;;;
220705;1000;65;;;
220705;1100;52;;;
220705;1200;31;;;
220705;1300;28;;;
220705;1400;23;;;
220705;1500;24;;;
220705;1600;13;;;
220705;1700;20;;;
220705;1800;33;;;
220705;1900;30;;;
220705;2000;67;;;
220705;2100;47;;;
220705;2200;73;;;
220705;2300;66;;;
220706;0000;75;;;
220706;0100;74;;;
220706;0200;65;;;
220706;0300;70;;;
220706;0400;68;;;
220706;0500;67;;;
220706;0600;59;;;
220706;0700;55;;;
220706;0800;37;;;
220706;0900;36;;;
220706;1000;48;;;
220706;1100;51;;;
220706;1200;52;;;
220706;1300;37;;;
220706;1400;28;;;
220706;1500;20;;;
220706;1600;13;;;
220706;1700;18;;;
220706;1800;19;;;
220706;1900;9;;;
220706;2000;25;;;
220706;2100;30;;;
220706;2200;45;;;
220706;2300;46;;;
220707;0000;49;;;
220707;0100;45;;;
220707;0200;60;;;
220707;0300;70;;;
220707;0400;29;;;
220707;0500;26;;;
220707;0600;27;;;
220707;0700;25;;;
220707;0800;28;;;
220707;0900;37;;;
220707;1000;39;;;
220707;1100;46;;;
220707;1200;42;;;
220707;1300;44;;;
220707;1400;51;;;
220707;1500;47;;;
220707;1600;49;;;
220707;1700;46;;;
220707;1800;60;;;
220707;1900;52;;;
220707;2000;58;;;
220707;2100;78;;;
220707;2200;88;;;
220707;2300;100;;;
220708;0000;105;;;
220708;0100;114;;;
220708;0200;112;;;
220708;0300;105;;;
220708;0400;82;;;
220708;0500;65;;;
220708;0600;65;;;
220708;0700;79;;;
220708;0800;53;;;
220708;0900;41;;;
220708;1000;37;;;
220708;1100;33;;;
220708;1200;17;;;
220708;1300;17;;;
220708;1400;17;;;
220708;1500;15;;;
220708;1600;15;;;
220708;1700;14;;;
220708;1800;19;;;
220708;1900;21;;;
220708;2000;21;;;
220708;2100;12;;;
220708;2200;19;;;
220708;2300;17;;;
220709;0000;13;;;
220709;0100;14;;;
220709;0200;17;;;
220709;0300;21;;;
220709;0400;22;;;
220709;0500;19;;;
220709;0600;14;;;
220709;0700;11;;;
220709;0800;20;;;
220709;0900;20;;;
220709;1000;18;;;
220709;1100;27;;;
220709;1200;21;;;
220709;1300;7;;;
220709;1400;5;;;
220709;1500;4;;;
220709;1600;4;;;
220709;1700;4;;;
220709;1800;7;;;
220709;1900;11;;;
220709;2000;16;;;
220709;2100;8;;;
220709;2200;6;;;
220709;2300;5;;;
220710;0000;5;;;
220710;0100;8;;;
220710;0200;9;;;
220710;0300;16;;;
220710;0400;15;;;
220710;0500;10;;;
220710;0600;8;;;
220710;0700;12;;;
220710;0800;11;;;
220710;0900;7;;;
220710;1000;11;;;
220710;1100;8;;;
220710;1200;12;;;
220710;1300;11;;;
220710;1400;8;;;
220710;1500;7;;;
220710;1600;8;;;
220710;1700;11;;;
220710;1800;7;;;
220710;1900;5;;;
220710;2000;7;;;
220710;2100;11;;;
220710;2200;18;;;
220710;2300;18;;;
220711;0000;18;;;
220711;0100;16;;;
220711;0200;13;;;
220711;0300;17;;;
220711;0400;17;;;
220711;0500;15;;;
220711;0600;12;;;
220711;0700;15;;;
220711;0800;16;;;
220711;0900;17;;;
220711;1000;14;;;
220711;1100;14;;;
220711;1200;9;;;
220711;1300;5;;;
220711;1400;10;;;
220711;1500;9;;;
220711;1600;7;;;
220711;1700;11;;;
220711;1800;18;;;
220711;1900;30;;;
220711;2000;41;;;
220711;2100;59;;;
220711;2200;68;;;
220711;2300;80;;;
220712;0000;62;;;
220712;0100;73;;;
220712;0200;71;;;
220712;0300;68;;;
220712;0400;57;;;
220712;0500;51;;;
220712;0600;59;;;
220712;0700;39;;;
220712;0800;36;;;
220712;0900;33;;;
220712;1000;29;;;
220712;1100;32;;;
220712;1200;17;;;
220712;1300;9;;;
220712;1400;15;;;
220712;1500;14;;;
220712;1600;15;;;
220712;1700;17;;;
220712;1800;28;;;
220712;1900;34;;;
220712;2000;33;;;
220712;2100;44;;;
220712;2200;47;;;
220712;2300;64;;;
220713;0000;81;;;
220713;0100;72;;;
220713;0200;85;;;
220713;0300;92;;;
220713;0400;80;;;
220713;0500;76;;;
220713;0600;77;;;
220713;0700;72;;;
220713;0800;63;;;
220713;0900;62;;;
220713;1000;50;;;
220713;1100;45;;;
220713;1200;26;;;
220713;1300;18;;;
220713;1400;16;;;
220713;1500;14;;;
220713;1600;16;;;
220713;1700;16;;;
220713;1800;22;;;
220713;1900;32;;;
220713;2000;26;;;
220713;2100;27;;;
220713;2200;33;;;
220713;2300;41;;;
220714;0000;39;;;
220714;0100;32;;;
220714;0200;22;;;
220714;0300;4;;;
220714;0400;2;;;
220714;0500;1;;;
220714;0600;1;;;
220714;0700;4;;;
220714;0800;4;;;
220714;0900;7;;;
220714;1000;6;;;
220714;1100;10;;;
220714;1200;8;;;
220714;1300;7;;;
220714;1400;4;;;
220714;1500;2;;;
220714;1600;2;;;
220714;1700;3;;;
220714;1800;5;;;
220714;1900;5;;;
220714;2000;10;;;
220714;2100;8;;;
220714;2200;10;;;
220714;2300;11;;;
220715;0000;16;;;
220715;0100;22;;;
220715;0200;28;;;
220715;0300;27;;;
220715;0400;15;;;
220715;0500;19;;;
220715;0600;20;;;
220715;0700;28;;;
220715;0800;28;;;
220715;0900;31;;;
220715;1000;24;;;
220715;1100;25;;;
220715;1200;21;;;
220715;1300;14;;;
220715;1400;12;;;
220715;1500;8;;;
220715;1600;6;;;
220715;1700;8;;;
220715;1800;14;;;
220715;1900;15;;;
220715;2000;17;;;
220715;2100;12;;;
220715;2200;9;;;
220715;2300;6;;;
220716;0000;10;;;
220716;0100;10;;;
220716;0200;16;;;
220716;0300;24;;;
220716;0400;37;;;
220716;0500;25;;;
220716;0600;28;;;
220716;0700;28;;;
220716;0800;42;;;
220716;0900;23;;;
220716;1000;17;;;
220716;1100;6;;;
220716;1200;6;;;
220716;1300;8;;;
220716;1400;7;;;
220716;1500;6;;;
220716;1600;7;;;
220716;1700;8;;;
220716;1800;14;;;
220716;1900;45;;;
220716;2000;108;;;
220716;2100;118;;;
220716;2200;164;;;
220716;2300;146;;;
220717;0000;140;;;
220717;0100;135;;;
220717;0200;61;;;
220717;0300;65;;;
220717;0400;57;;;
220717;0500;38;;;
220717;0600;46;;;
220717;0700;59;;;
220717;0800;46;;;
220717;0900;41;;;
220717;1000;33;;;
220717;1100;19;;;
220717;1200;20;;;
220717;1300;26;;;
220717;1400;26;;;
220717;1500;30;;;
220717;1600;29;;;
220717;1700;35;;;
220717;1800;33;;;
220717;1900;45;;;
220717;2000;62;;;
220717;2100;74;;;
220717;2200;49;;;
220717;2300;59;;;
220718;0000;65;;;
220718;0100;60;;;
220718;0200;53;;;
220718;0300;51;;;
220718;0400;46;;;
220718;0500;50;;;
220718;0600;57;;;
220718;0700;74;;;
220718;0800;79;;;
220718;0900;51;;;
220718;1000;41;;;
220718;1100;29;;;
220718;1200;26;;;
220718;1300;25;;;
220718;1400;21;;;
220718;1500;14;;;
220718;1600;21;;;
220718;1700;19;;;
220718;1800;39;;;
220718;1900;68;;;
220718;2000;92;;;
220718;2100;112;;;
220718;2200;114;;;
220718;2300;122;;;
220719;0000;121;;;
220719;0100;122;;;
220719;0200;118;;;
220719;0300;109;;;
220719;0400;99;;;
220719;0500;86;;;
220719;0600;91;;;
220719;0700;95;;;
220719;0800;98;;;
220719;0900;68;;;
220719;1000;63;;;
220719;1100;41;;;
220719;1200;25;;;
220719;1300;17;;;
220719;1400;16;;;
220719;1500;24;;;
220719;1600;28;;;
220719;1700;25;;;
220719;1800;37;;;
220719;1900;62;;;
220719;2000;97;;;
220719;2100;97;;;
220719;2200;51;;;
220719;2300;56;;;
220720;0000;64;;;
220720;0100;63;;;
220720;0200;70;;;
220720;0300;72;;;
220720;0400;72;;;
220720;0500;71;;;
220720;0600;79;;;
220720;0700;101;;;
220720;0800;101;;;
220720;0900;73;;;
220720;1000;61;;;
220720;1100;52;;;
220720;1200;39;;;
220720;1300;42;;;
220720;1400;35;;;
220720;1500;32;;;
220720;1600;30;;;
220720;1700;33;;;
220720;1800;31;;;
220720;1900;59;;;
220720;2000;50;;;
220720;2100;48;;;
220720;2200;35;;;
220720;2300;29;;;
220721;0000;25;;;
220721;0100;42;;;
220721;0200;49;;;
220721;0300;51;;;
220721;0400;47;;;
220721;0500;46;;;
220721;0600;58;;;
220721;0700;54;;;
220721;0800;48;;;
220721;0900;47;;;
220721;1000;45;;;
220721;1100;49;;;
220721;1200;47;;;
220721;1300;40;;;
220721;1400;;;;
220721;1500;;;;
220721;1600;;;;
220721;1700;;;;
220721;1800;49;;;
220721;1900;56;;;
220721;2000;81;;;
220721;2100;95;;;
220721;2200;84;;;
220721;2300;109;;;
220722;0000;113;;;
220722;0100;80;;;
220722;0200;61;;;
220722;0300;56;;;
220722;0400;65;;;
220722;0500;67;;;
220722;0600;74;;;
220722;0700;84;;;
220722;0800;87;;;
220722;0900;59;;;
220722;1000;43;;;
220722;1100;56;;;
220722;1200;47;;;
220722;1300;51;;;
220722;1400;36;;;
220722;1500;38;;;
220722;1600;29;;;
220722;1700;20;;;
220722;1800;27;;;
220722;1900;35;;;
220722;2000;36;;;
220722;2100;38;;;
220722;2200;53;;;
220722;2300;61;;;
220723;0000;74;;;
220723;0100;25;;;
220723;0200;58;;;
220723;0300;47;;;
220723;0400;42;;;
220723;0500;50;;;
220723;0600;46;;;
220723;0700;41;;;
220723;0800;49;;;
220723;0900;53;;;
220723;1000;57;;;
220723;1100;46;;;
220723;1200;31;;;
220723;1300;28;;;
220723;1400;34;;;
220723;1500;34;;;
220723;1600;30;;;
220723;1700;24;;;
220723;1800;25;;;
220723;1900;33;;;
220723;2000;50;;;
220723;2100;102;;;
220723;2200;90;;;
220723;2300;49;;;
220724;0000;50;;;
220724;0100;54;;;
220724;0200;56;;;
220724;0300;45;;;
220724;0400;29;;;
220724;0500;28;;;
220724;0600;44;;;
220724;0700;34;;;
220724;0800;34;;;
220724;0900;26;;;
220724;1000;32;;;
220724;1100;35;;;
220724;1200;34;;;
220724;1300;29;;;
220724;1400;32;;;
220724;1500;25;;;
220724;1600;18;;;
220724;1700;15;;;
220724;1800;21;;;
220724;1900;30;;;
220724;2000;26;;;
220724;2100;31;;;
220724;2200;20;;;
220724;2300;22;;;
220725;0000;27;;;
220725;0100;28;;;
220725;0200;25;;;
220725;0300;21;;;
220725;0400;20;;;
220725;0500;21;;;
220725;0600;21;;;
220725;0700;20;;;
220725;0800;17;;;
220725;0900;25;;;
220725;1000;26;;;
220725;1100;33;;;
220725;1200;32;;;
220725;1300;32;;;
220725;1400;21;;;
220725;1500;14;;;
220725;1600;14;;;
220725;1700;17;;;
220725;1800;12;;;
220725;1900;11;;;
220725;2000;15;;;
220725;2100;19;;;
220725;2200;25;;;
220725;2300;21;;;
220726;0000;33;;;
220726;0100;36;;;
220726;0200;36;;;
220726;0300;42;;;
220726;0400;37;;;
220726;0500;43;;;
220726;0600;54;;;
220726;0700;48;;;
220726;0800;58;;;
220726;0900;52;;;
220726;1000;46;;;
220726;1100;31;;;
220726;1200;33;;;
220726;1300;23;;;
220726;1400;11;;;
220726;1500;18;;;
220726;1600;17;;;
220726;1700;5;;;
220726;1800;12;;;
220726;1900;14;;;
220726;2000;14;;;
220726;2100;22;;;
220726;2200;17;;;
220726;2300;13;;;
220727;0000;13;;;
220727;0100;22;;;
220727;0200;11;;;
220727;0300;9;;;
220727;0400;8;;;
220727;0500;12;;;
220727;0600;10;;;
220727;0700;15;;;
220727;0800;22;;;
220727;0900;14;;;
220727;1000;15;;;
220727;1100;16;;;
220727;1200;17;;;
220727;1300;21;;;
220727;1400;17;;;
220727;1500;18;;;
220727;1600;16;;;
220727;1700;16;;;
220727;1800;23;;;
220727;1900;25;;;
220727;2000;29;;;
220727;2100;28;;;
220727;2200;31;;;
220727;2300;40;;;
220728;0000;25;;;
220728;0100;10;;;
220728;0200;13;;;
220728;0300;8;;;
220728;0400;10;;;
220728;0500;15;;;
220728;0600;15;;;
220728;0700;29;;;
220728;0800;38;;;
220728;0900;26;;;
220728;1000;28;;;
220728;1100;27;;;
220728;1200;24;;;
220728;1300;27;;;
220728;1400;22;;;
220728;1500;23;;;
220728;1600;20;;;
220728;1700;24;;;
220728;1800;27;;;
220728;1900;61;;;
220728;2000;103;;;
220728;2100;103;;;
220728;2200;109;;;
220728;2300;102;;;
220729;0000;76;;;
220729;0100;81;;;
220729;0200;82;;;
220729;0300;73;;;
220729;0400;71;;;
220729;0500;63;;;
220729;0600;58;;;
220729;0700;78;;;
220729;0800;86;;;
220729;0900;67;;;
220729;1000;40;;;
220729;1100;36;;;
220729;1200;36;;;
220729;1300;27;;;
220729;1400;33;;;
220729;1500;31;;;
220729;1600;25;;;
220729;1700;24;;;
220729;1800;24;;;
220729;1900;29;;;
220729;2000;23;;;
220729;2100;31;;;
220729;2200;30;;;
220729;2300;34;;;
220730;0000;50;;;
220730;0100;43;;;
220730;0200;33;;;
220730;0300;35;;;
220730;0400;33;;;
220730;0500;28;;;
220730;0600;26;;;
220730;0700;19;;;
220730;0800;21;;;
220730;0900;27;;;
220730;1000;31;;;
220730;1100;33;;;
220730;1200;30;;;
220730;1300;40;;;
220730;1400;36;;;
220730;1500;26;;;
220730;1600;24;;;
220730;1700;27;;;
220730;1800;34;;;
220730;1900;37;;;
220730;2000;24;;;
220730;2100;63;;;
220730;2200;33;;;
220730;2300;33;;;
220731;0000;36;;;
220731;0100;39;;;
220731;0200;42;;;
220731;0300;38;;;
220731;0400;37;;;
220731;0500;39;;;
220731;0600;41;;;
220731;0700;51;;;
220731;0800;83;;;
220731;0900;46;;;
220731;1000;42;;;
220731;1100;42;;;
220731;1200;42;;;
220731;1300;45;;;
220731;1400;42;;;
220731;1500;31;;;
220731;1600;28;;;
220731;1700;39;;;
220731;1800;41;;;
220731;1900;49;;;
220731;2000;50;;;
220731;2100;51;;;
220731;2200;38;;;
220731;2300;33;;;
220801;0000;31;;;
220801;0100;43;;;
220801;0200;41;;;
220801;0300;37;;;
220801;0400;44;;;
220801;0500;42;;;
220801;0600;39;;;
220801;0700;29;;;
220801;0800;17;;;
220801;0900;25;;;
220801;1000;27;;;
220801;1100;32;;;
220801;1200;30;;;
220801;1300;35;;;
220801;1400;38;;;
220801;1500;30;;;
220801;1600;27;;;
220801;1700;23;;;
220801;1800;20;;;
220801;1900;29;;;
220801;2000;30;;;
220801;2100;29;;;
220801;2200;37;;;
220801;2300;42;;;
220802;0000;36;;;
220802;0100;47;;;
220802;0200;48;;;
220802;0300;48;;;
220802;0400;53;;;
220802;0500;55;;;
220802;0600;47;;;
220802;0700;41;;;
220802;0800;44;;;
220802;0900;40;;;
220802;1000;42;;;
220802;1100;40;;;
220802;1200;47;;;
220802;1300;45;;;
220802;1400;45;;;
220802;1500;53;;;
220802;1600;47;;;
220802;1700;47;;;
220802;1800;55;;;
220802;1900;54;;;
220802;2000;66;;;
220802;2100;54;;;
220802;2200;49;;;
220802;2300;50;;;
220803;0000;56;;;
220803;0100;52;;;
220803;0200;55;;;
220803;0300;54;;;
220803;0400;53;;;
220803;0500;55;;;
220803;0600;69;;;
220803;0700;62;;;
220803;0800;68;;;
220803;0900;57;;;
220803;1000;40;;;
220803;1100;22;;;
220803;1200;31;;;
220803;1300;38;;;
220803;1400;30;;;
220803;1500;27;;;
220803;1600;28;;;
220803;1700;27;;;
220803;1800;20;;;
220803;1900;13;;;
220803;2000;12;;;
220803;2100;20;;;
220803;2200;16;;;
220803;2300;10;;;
220804;0000;17;;;
220804;0100;19;;;
220804;0200;15;;;
220804;0300;18;;;
220804;0400;14;;;
220804;0500;26;;;
220804;0600;28;;;
220804;0700;37;;;
220804;0800;48;;;
220804;0900;31;;;
220804;1000;33;;;
220804;1100;;;;
220804;1200;29;;;
220804;1300;38;;;
220804;1400;47;;;
220804;1500;42;;;
220804;1600;40;;;
220804;1700;34;;;
220804;1800;45;;;
220804;1900;40;;;
220804;2000;35;;;
220804;2100;30;;;
220804;2200;33;;;
220804;2300;41;;;
220805;0000;51;;;
220805;0100;55;;;
220805;0200;46;;;
220805;0300;50;;;
220805;0400;67;;;
220805;0500;86;;;
220805;0600;71;;;
220805;0700;85;;;
220805;0800;92;;;
220805;0900;80;;;
220805;1000;58;;;
220805;1100;49;;;
220805;1200;43;;;
220805;1300;42;;;
220805;1400;30;;;
220805;1500;18;;;
220805;1600;20;;;
